File Name,GISAID Accession ID,File Size (bytes),Number of Reads,Download Time (Pacific),SHA512
V300052234_L02_10_2.fq.gz,EPI_ISL_13052341,2447342546,29550185,Mar 10 15:47,8AD39BBE62F19A5B81E30AA03798958702B03BA14F384DEF34076C3340FCB8FCA16B3462BBE1F3F8AF9A7B101EC654CF87729AED5A747C0455DFB9332C3C4CAA
V300052234_L02_11_1.fq.gz,EPI_ISL_13052329,2615549066,31296622,Mar 10 13:58,26A26E43B682C07E21760527C2429B19EF7AB1ABF5618822F949A2A667717DE7C37FA8BEE39D416B5FEA5440481A1589684B0EE6EF29E43F178430123D8D0B51
V300052234_L02_11_2.fq.gz,EPI_ISL_13052329,2593025353,31296622,Mar 10 13:58,C17CBA6C86713552D9D55AB8AB70BECD0603CBC8850DA5564EE92BAEE05122A0FAEC1E830BAD42533892B5DC61DA37937EBBBCEDAC106CE7CE4E5AD465BAE354
V300052234_L02_12_1.fq.gz,EPI_ISL_13052328,1932714004,22923344,Mar 10 13:53,942585A7AE551BD197CCD1BCDC40D9CB5C7C1C790B4163E0BD22844D7EFC2CDC62335138D6BCCC68FBF205E3288C97EE96A6695F4FA5EEFA49B14CA163EDB051
V300052234_L02_12_2.fq.gz,EPI_ISL_13052328,1905411137,22923344,Mar 10 13:54,45CB2B26F36D46E5BC45F5E06C8FBAA5BFD7C4883237B1D51F83899B85A382829E1CE40D6DB18F6944AD670ED8986AF68CA0CB3CE430863658A437E5B860D8C4
V300052234_L02_1_1.fq.gz,EPI_ISL_13052338,2049215449,24660927,Mar 10 15:14,887750A5BA1F9F0B779BEEFED452D362107BE15585BD7D10B73344F5DFB71D37F06A25DE2BE9FA12B1FEDA6974B9883340E2FAB12EA606957A26113729FD59D6
V300052234_L02_1_2.fq.gz,EPI_ISL_13052338,2049674608,24660927,Mar 10 15:16,5D9EF69F56255E4A0DE73EAA27ABCCE50CA009A2EE8EA7DAAC596819559ED379EF8646294D229CD945247E037D04C783D8465225B57B42F96FFF2E8AA2235EEC
V300052234_L02_22_1.fq.gz,EPI_ISL_13052343,1745298862,22771690,Mar 10 15:57,361215A118FB2C795C61AC04257C8D35B461A9DDA0079788E7D5B41C47804C2E4E9E1AF71141EC54BC73192DFDECD6F0DD9BA225F8137085220D1E0B7117CEB1
V300052234_L02_22_2.fq.gz,EPI_ISL_13052343,1581845239,22771690,Mar 10 15:58,CED11EEC343F5349C35512C560688024FC2E43100BBB200D1AD8509447FFC7AA48BA38B5390121B49DDB102D3FA6DB4412595A7C88C9BCC03C0702D4DE75BB7A
V300052234_L02_25_1.fq.gz,EPI_ISL_13052346,4229044847,51092178,Mar 10 16:22,D820643578609E8C2FA4B0F433E9D58CE15D44C56A0A8FE80CF331414306FE98F996FADB148D763012BC9CA349734B76CD336545C4A6588A0B5EF4F825831B49
V300052234_L02_25_2.fq.gz,EPI_ISL_13052346,4111572466,51092178,Mar 10 16:21,114CF007C758F261ED40A92179FF4499BD151157B9E53BDE691CA1F7868B38313410892E3D9FA421B6D893DD1444DFA3152F1A592F7D74429176C4F16C3F5D23
V300052234_L02_2_1.fq.gz,EPI_ISL_13052336,2235217973,26798303,Mar 10 14:58,BF1A69241D96956EB4D3C44D5AFD714C5D1BD0C5D37ED3C2764B1EC28F42DF15DD2112B5114B748F91F239E08105D4BA6C632356A4F63C3E09A2B0090ADEE51D
V300052234_L02_2_2.fq.gz,EPI_ISL_13052336,2201117202,26798303,Mar 10 15:01,F7E4B3753DF46F1C03A8660B6855E54601EF30FB7CF90CBD9E471E020ABB0E5231D616F86D405F3620DDEED4EDAB4881DF4A0661FBF8E47269B65FF5571E1468
V300052234_L02_3_1.fq.gz,EPI_ISL_13052345,1643478212,19837988,Mar 10 16:12,FABD05E460CBCC21A43DEEAC3D5D6EB8E107DBC66D2C2D3770F2F946964176D86CC218A583753BA559CCC5163F77DCA46E5ABF3FDD63E454903F1E9065DE2F5E
V300052234_L02_3_2.fq.gz,EPI_ISL_13052345,1607826752,19837988,Mar 10 16:11,0984A2F5649E66A74799E8BCD5A8F2D1DF47EA7B9A7CA1A189375BD9D7ADA5CC92B5ECBDE66B35AD65FF198C2E43F6E7D2AE4F99AAB3E94B729C86F8E7136959
V300052234_L02_4_1.fq.gz,EPI_ISL_13052330,4858039824,57369666,Mar 10 14:12,CD099E846307DD0902F3B4B1923CF55D258C644AC8BEB4FC9328698A21CE7438A1A4A639C609F4F3EB9E1AE5ECCBAA60DCDCB19A8304F69DBDA8BFDDF62DC526
V300052234_L02_4_2.fq.gz,EPI_ISL_13052330,4704613352,57369666,Mar 10 14:10,48776E11915320155D449B116DE344C26C58282231101DDE51BDC0264901C3BACE0A6AB88AF1495E90A0EFC29A07F0EE3B4E23060ECC0B2D076FFA8A99D79D50
V300052234_L02_5_1.fq.gz,EPI_ISL_13052327,1565797429,18856973,Mar 10 13:50,AC85A0919F8D46DB0D17ABBD431CB97FE26DFBE5DAD3D46B00961C89FCECC3EAF38F9E27188AD9723954EBDA56EEA7C5EF68C053E753A83DBDDADC2AAB190C1A
V300052234_L02_5_2.fq.gz,EPI_ISL_13052327,1544895445,18856973,Mar 10 13:49,A14425239E9253BA6FBAE684CFEE0D2EDFE616CDFA5054F3ADF098C6C25E80F868414E6030E8B3A4E5CA79992D0C361BDFE121BD42622940377450C62320D49F
V300052234_L02_6_1.fq.gz,EPI_ISL_13052325,3292978041,38600262,Mar 10 13:29,D0F2994CBFE882D585C609AA29F2C7F2A5134EAA72B390F920324EE1C8F5C18F84905F9F5FCD5D14D4BB96263AE238ED8AEDF4228BDEB1B2505320319D63A974
V300052234_L02_6_2.fq.gz,EPI_ISL_13052325,3181776982,38600262,Mar 10 13:31,7D7B6AB716B13F8593C4025577CB71C7952691A03FBFF3DB9DE69E4147AEE4DAD5A30BFA1FA87455A78B4BD48CD31625855D1274A2A7CC284DCB8BC74F79BD2E
V300052234_L02_7_1.fq.gz,EPI_ISL_13052326,2483489814,29660791,Mar 10 13:43,9FD82D45C45EB4D5534B7DB80291790E2DB6BB5E0D7162E6E1A8CF1D7E09A02ACAA1968FFABEDC2D77BB2599B72BC11746A64161E748359D1C6007C278ED0856
V300052234_L02_7_2.fq.gz,EPI_ISL_13052326,2393120938,29660791,Mar 10 13:41,29A35DFBBF2F7328C0DB96118F0F831C505A24A6FC1C4BE269914338D4C08A7A050163B19839F803FE80BBB5A74CECE4F6308061D51AD8782DA9EF0A61FB89EE
V300052234_L02_8_1.fq.gz,EPI_ISL_13052331,2434628910,29067296,Mar 10 14:17,E2885976A6FAF48623B3F296E57674B02BE1EEA0813E8502656C5AF735B6239053D9977F0D117EC01CC4BC4C9B8056D6989889C5E99806BC59C389F9D9B72063
V300052234_L02_8_2.fq.gz,EPI_ISL_13052331,2374770269,29067296,Mar 10 14:16,A66CC99FFAA499B3CD21D7A92D68040E78EBD2AE14A351C1FDA3B651B845353C6745F0177BF7828AC8703A96BBFE83532C83F7D7545CBDBA1108A1DD60F00D06
V300052234_L03_10_1.fq.gz,EPI_ISL_13052341,2440977199,29164652,Mar 10 15:46,3F407696E3E268FAB3D6298A95035A1F33B3272BFD7E6582841CB783983B04956D6A65695BFA8D9A8137EDE96F40CB79F8A5B5042FB813805B9D31E7D25BFD78
V300052234_L03_10_2.fq.gz,EPI_ISL_13052341,2419951703,29164652,Mar 10 15:46,75D28F557D98ABD15D807EEE1B860A60D6F0EC42908A93E692C3DEDCDD1E1A4AF35D5719F1E68FC1CD9F385050AD999EB434FE3FE6C83935C899A89A7BD86726
V300052234_L03_12_1.fq.gz,EPI_ISL_13052328,1914305550,22682725,Mar 10 13:55,D61E0408F1E3205D08BE0817D09AB9DDA6402E1C7BEF98A611C36C654C79E5AF7C3E0C47FA0F8B639F3E6541318A3157BE67ECF7ED3061DD592BE67894F287D0
